40 40 40 40
16	15	45	33	28	26	47	13	26	0	12	36	29	13	0	8	47	16	25	32	44	40	20	26	18	15	44	49	34	46	8	3	12	3	36	42	32	34	7	10	

34	19	46	15	34	46	24	32	15	1	16	11	43	37	37	11	2	31	10	38	29	20	41	43	24	28	35	8	12	42	20	46	13	16	11	0	15	37	34	32	
40	0	43	33	39	30	44	43	13	4	32	44	25	23	38	1	1	23	11	15	18	31	13	33	49	27	35	14	14	19	46	7	22	41	40	11	23	37	7	36	
43	39	31	20	14	21	21	18	46	34	33	14	17	47	0	17	24	35	33	40	7	32	49	29	23	40	42	47	29	49	35	22	40	18	43	5	39	16	25	36	
3	10	2	20	7	4	37	33	40	21	26	47	5	27	28	28	19	20	27	48	20	13	21	10	33	16	17	23	32	42	11	35	3	13	8	12	18	45	48	10	
18	26	9	23	3	37	4	23	7	31	23	29	46	44	42	30	12	9	5	47	4	16	34	9	31	42	23	1	38	21	13	8	49	22	34	5	11	40	30	21	
23	3	0	20	0	42	2	12	4	7	9	8	25	44	17	8	36	40	10	26	14	23	37	15	48	21	20	9	13	0	32	36	4	33	8	6	27	10	18	31	
19	28	41	46	24	8	5	10	1	15	39	17	40	26	32	38	49	5	0	12	7	32	48	11	17	7	19	47	19	38	28	39	18	20	35	42	30	42	4	33	
7	43	0	0	21	35	38	20	40	40	34	47	25	33	11	44	42	30	41	13	20	20	4	38	42	42	30	22	34	35	8	44	30	8	44	2	45	34	22	37	
25	7	35	2	42	48	46	36	30	40	49	1	12	6	39	4	48	22	28	32	7	38	26	37	47	20	39	44	5	14	32	32	23	19	36	15	17	34	3	49	
24	4	0	36	10	42	42	8	14	23	41	21	11	19	10	10	40	2	5	47	16	39	31	39	8	17	6	25	1	11	24	28	15	27	16	26	19	11	34	33	
36	27	6	49	47	16	10	39	20	17	36	36	8	17	27	16	36	35	43	37	46	19	17	12	46	34	40	17	45	24	0	31	2	8	30	1	25	42	40	47	
11	26	34	19	45	13	35	31	1	30	20	47	0	38	11	46	24	1	14	19	28	16	2	32	25	32	33	2	27	23	49	40	1	35	10	46	49	47	29	2	
28	49	49	28	39	13	26	13	16	40	34	44	9	36	26	34	21	9	38	0	34	39	40	35	25	0	31	26	0	12	28	28	14	29	8	3	44	34	19	11	
27	5	7	36	42	34	22	15	45	10	15	32	49	7	17	26	8	1	2	10	13	32	38	27	14	46	33	8	30	4	19	7	9	27	45	1	13	17	18	10	
29	35	42	31	43	12	7	3	13	12	13	28	46	1	6	10	49	41	19	31	45	40	39	4	19	36	8	32	4	26	45	33	14	37	14	7	1	24	10	14	
38	23	43	34	26	1	45	25	44	16	6	39	6	47	45	26	34	3	10	40	32	5	23	48	45	40	5	46	16	17	13	4	40	8	40	18	11	35	43	5	
1	1	44	10	1	41	38	35	47	48	25	31	6	0	29	1	42	34	49	10	1	14	14	43	22	5	11	33	42	6	40	46	9	36	8	10	28	46	47	25	
44	24	6	0	25	35	3	19	21	5	30	24	19	46	17	44	3	30	29	46	36	20	44	45	8	2	8	36	48	5	13	44	30	21	47	7	8	0	28	29	
7	8	3	29	7	22	25	10	2	4	8	40	26	2	36	35	6	46	23	4	1	37	1	33	10	48	42	19	0	21	0	8	31	6	37	38	28	12	1	33	
18	9	23	45	14	11	32	22	7	7	29	11	44	30	44	7	28	37	26	28	10	28	36	41	34	25	32	15	39	33	48	8	44	23	5	10	35	39	33	44	
46	12	5	43	42	0	0	20	39	28	0	49	6	37	42	41	14	24	8	4	9	8	14	4	31	19	16	18	10	49	13	6	13	18	49	5	20	1	27	11	
29	28	12	36	17	5	29	33	29	39	37	39	47	3	45	30	24	11	49	34	11	14	43	26	34	42	32	7	46	11	18	25	41	31	13	10	36	44	44	17	
35	33	8	32	37	3	15	13	17	14	48	30	30	41	6	14	35	38	23	31	2	42	9	45	25	24	6	13	21	2	30	6	35	41	39	24	44	6	38	11	
20	38	41	2	29	48	18	16	38	42	0	42	34	9	38	11	35	46	246	48	6	13	35	47	4	12	44	10	2	7	32	40	1	36	21	49	4	39	39	
46	39	34	32	0	22	43	36	18	19	42	18	26	7	3	25	13	15	19	25	19	27	9	9	30	45	32	31	0	22	20	46	13	6	29	14	28	24	0	48	
44	44	18	22	4	22	47	17	39	19	43	9	48	4	20	28	0	5	9	0	29	31	48	42	38	27	6	18	4	8	19	48	3	37	20	7	11	19	26	3	
40	21	14	38	26	36	16	26	41	27	28	22	9	26	15	49	4	23	17	8	32	38	8	37	26	30	44	39	1	22	42	42	44	6	30	22	43	49	48	36	
28	26	9	37	2	26	38	8	49	8	18	31	46	28	20	24	8	14	14	12	39	6	4	35	15	34	7	10	35	7	46	14	33	5	3	37	33	42	48	33	
0	18	16	46	49	37	21	9	3	37	21	42	43	25	27	10	12	36	20	47	43	17	11	28	24	17	16	8	9	1643	9	36	9	7	35	46	30	45	2	
17	16	46	13	42	24	23	6	10	44	3	6	13	17	34	39	34	2	49	43	18	42	4	5	4	13	42	2	44	37	4	11	6	1	26	48	27	0	4	39	
46	9	45	11	26	30	2	12	32	2	7	3	46	11	10	0	27	2	3	21	40	7	34	48	10	11	48	37	13	4	27	11	13	24	24	42	4	26	4	39	
28	14	42	25	27	2	27	4	4	30	25	46	40	10	44	0	23	42	40	38	46	19	49	12	43	25	4	48	1	10	37	32	24	29	9	2	33	36	6	37	
17	34	36	9	46	30	9	19	25	1	7	23	20	8	35	14	33	39	14	36	2	3	18	26	32	27	30	17	16	37	4	33	21	42	44	17	25	5	38	0	
7	47	23	27	7	9	43	42	0	7	28	2	10	47	31	44	26	11	11	42	48	18	27	21	10	21	40	37	29	30	37	36	29	13	13	36	24	9	28	24	
16	9	29	27	8	10	21	34	23	35	29	24	3	8	45	15	32	38	3	11	18	42	47	0	5	12	36	31	21	17	8	38	26	37	17	34	49	40	20	22	
27	1	46	32	10	44	48	42	32	3	3	2	47	2	4	5	14	41	36	38	10	44	28	38	33	45	22	34	37	44	7	15	46	5	47	6	49	47	0	33	
2	3	38	0	5	42	5	21	35	41	11	45	38	39	33	23	36	7	8	26	2	15	41	0	20	40	8	22	38	8	7	40	11	45	40	18	40	47	41	25	
41	3	23	29	44	8	2	33	16	10	9	20	27	0	22	0	40	30	24	30	38	31	21	49	29	13	19	19	11	12	46	4	17	19	33	12	28	37	45	46	
0	4	16	29	6	38	29	46	18	5	29	8	37	0	7	18	15	28	37	28	40	35	32	8	5	17	22	35	7	19	31	7	23	49	36	29	39	18	27	7	
23	6	15	12	8	24	30	26	4	19	6	46	5	39	6	12	8	28	47	15	47	30	22	22	29	11	3	18	31	33	27	6	41	44	19	2	20	1	28	26
